PICAN_0088_07610	28ed6114503eb98854cca66f92f38a15	845	CDD	cd00201	WW	262	290	2.37195E-11	T	02-05-2018	IPR001202	WW domain	GO:0005515
PICAN_0088_07610	28ed6114503eb98854cca66f92f38a15	845	SUPERFAMILY	SSF51045		360	399	3.2E-14	T	02-05-2018	IPR036020	WW domain superfamily	GO:0005515
PICAN_0088_07610	28ed6114503eb98854cca66f92f38a15	845	ProSiteProfiles	PS50020	WW/rsp5/WWP domain profile.	259	292	17.239	T	02-05-2018	IPR001202	WW domain	GO:0005515
PICAN_0088_07610	28ed6114503eb98854cca66f92f38a15	845	SUPERFAMILY	SSF56204		472	838	2.75E-130	T	02-05-2018	IPR035983	HECT, E3 ligase catalytic domain	GO:0004842
PICAN_0088_07610	28ed6114503eb98854cca66f92f38a15	845	ProSitePatterns	PS01159	WW/rsp5/WWP domain signature.	429	454	-	T	02-05-2018	IPR001202	WW domain	GO:0005515
PICAN_0088_07610	28ed6114503eb98854cca66f92f38a15	845	Pfam	PF00632	HECT-domain (ubiquitin-transferase)	542	843	4.9E-96	T	02-05-2018	IPR000569	HECT domain	GO:0004842
PICAN_0088_07610	28ed6114503eb98854cca66f92f38a15	845	Gene3D	G3DSA:3.90.1750.10		692	724	1.1E-147	T	02-05-2018			
PICAN_0088_07610	28ed6114503eb98854cca66f92f38a15	845	Gene3D	G3DSA:3.90.1750.10		424	613	1.1E-147	T	02-05-2018			
PICAN_0088_07610	28ed6114503eb98854cca66f92f38a15	845	SUPERFAMILY	SSF49562		41	161	2.08E-24	T	02-05-2018			
PICAN_0088_07610	28ed6114503eb98854cca66f92f38a15	845	CDD	cd00201	WW	426	456	8.58766E-12	T	02-05-2018	IPR001202	WW domain	GO:0005515
PICAN_0088_07610	28ed6114503eb98854cca66f92f38a15	845	Gene3D	G3DSA:2.20.70.10		359	400	4.5E-18	T	02-05-2018			
PICAN_0088_07610	28ed6114503eb98854cca66f92f38a15	845	Gene3D	G3DSA:3.30.2410.10		726	845	3.5E-48	T	02-05-2018			
PICAN_0088_07610	28ed6114503eb98854cca66f92f38a15	845	PANTHER	PTHR11254		250	845	2.4E-226	T	02-05-2018			
PICAN_0088_07610	28ed6114503eb98854cca66f92f38a15	845	PANTHER	PTHR11254		34	200	2.4E-226	T	02-05-2018			
PICAN_0088_07610	28ed6114503eb98854cca66f92f38a15	845	Pfam	PF00397	WW domain	365	394	2.3E-12	T	02-05-2018	IPR001202	WW domain	GO:0005515
PICAN_0088_07610	28ed6114503eb98854cca66f92f38a15	845	Pfam	PF00397	WW domain	425	454	2.4E-10	T	02-05-2018	IPR001202	WW domain	GO:0005515
PICAN_0088_07610	28ed6114503eb98854cca66f92f38a15	845	Pfam	PF00397	WW domain	261	290	8.3E-11	T	02-05-2018	IPR001202	WW domain	GO:0005515
PICAN_0088_07610	28ed6114503eb98854cca66f92f38a15	845	CDD	cd00201	WW	366	395	1.56807E-13	T	02-05-2018	IPR001202	WW domain	GO:0005515
PICAN_0088_07610	28ed6114503eb98854cca66f92f38a15	845	Gene3D	G3DSA:2.60.40.150		38	164	9.7E-28	T	02-05-2018	IPR035892	C2 domain superfamily	
PICAN_0088_07610	28ed6114503eb98854cca66f92f38a15	845	CDD	cd08382	C2_Smurf-like	41	162	5.52321E-48	T	02-05-2018			
PICAN_0088_07610	28ed6114503eb98854cca66f92f38a15	845	Gene3D	G3DSA:2.20.70.10		257	310	1.7E-15	T	02-05-2018			
PICAN_0088_07610	28ed6114503eb98854cca66f92f38a15	845	Gene3D	G3DSA:3.30.2160.10		614	691	1.1E-147	T	02-05-2018			
PICAN_0088_07610	28ed6114503eb98854cca66f92f38a15	845	ProSitePatterns	PS01159	WW/rsp5/WWP domain signature.	265	290	-	T	02-05-2018	IPR001202	WW domain	GO:0005515
PICAN_0088_07610	28ed6114503eb98854cca66f92f38a15	845	SUPERFAMILY	SSF51045		254	291	2.78E-12	T	02-05-2018	IPR036020	WW domain superfamily	GO:0005515
PICAN_0088_07610	28ed6114503eb98854cca66f92f38a15	845	SMART	SM00239		40	138	4.1E-15	T	02-05-2018	IPR000008	C2 domain	
PICAN_0088_07610	28ed6114503eb98854cca66f92f38a15	845	ProSiteProfiles	PS50020	WW/rsp5/WWP domain profile.	363	396	18.382	T	02-05-2018	IPR001202	WW domain	GO:0005515
PICAN_0088_07610	28ed6114503eb98854cca66f92f38a15	845	CDD	cd00078	HECTc	491	843	2.39232E-168	T	02-05-2018	IPR000569	HECT domain	GO:0004842
PICAN_0083_04565	2512a502bf1a50ee64404d43368edab0	751	Gene3D	G3DSA:3.40.50.300		494	750	9E-56	T	02-05-2018			
PICAN_0083_04565	2512a502bf1a50ee64404d43368edab0	751	Gene3D	G3DSA:3.40.50.300		172	477	2.4E-50	T	02-05-2018			
PICAN_0083_04565	2512a502bf1a50ee64404d43368edab0	751	ProSitePatterns	PS00211	ABC transporters family signature.	367	381	-	T	02-05-2018	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
PICAN_0083_04565	2512a502bf1a50ee64404d43368edab0	751	Coils	Coil		282	302	-	T	02-05-2018			
PICAN_0083_04565	2512a502bf1a50ee64404d43368edab0	751	Coils	Coil		123	169	-	T	02-05-2018			
PICAN_0083_04565	2512a502bf1a50ee64404d43368edab0	751	PANTHER	PTHR19211:SF45		62	742	8.1E-247	T	02-05-2018			
PICAN_0083_04565	2512a502bf1a50ee64404d43368edab0	751	ProSitePatterns	PS00211	ABC transporters family signature.	650	664	-	T	02-05-2018	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
PICAN_0083_04565	2512a502bf1a50ee64404d43368edab0	751	SUPERFAMILY	SSF52540		205	445	9.42E-38	T	02-05-2018	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
PICAN_0083_04565	2512a502bf1a50ee64404d43368edab0	751	CDD	cd03221	ABCF_EF-3	199	435	8.79823E-44	T	02-05-2018			
PICAN_0083_04565	2512a502bf1a50ee64404d43368edab0	751	ProSiteProfiles	PS50893	ATP-binding cassette, ABC transporter-type domain profile.	199	471	13.972	T	02-05-2018	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
PICAN_0083_04565	2512a502bf1a50ee64404d43368edab0	751	SMART	SM00382		556	737	1.7E-08	T	02-05-2018	IPR003593	AAA+ ATPase domain	
PICAN_0083_04565	2512a502bf1a50ee64404d43368edab0	751	SMART	SM00382		223	439	1.3E-09	T	02-05-2018	IPR003593	AAA+ ATPase domain	
PICAN_0083_04565	2512a502bf1a50ee64404d43368edab0	751	Pfam	PF12848	ABC transporter	435	513	2.3E-20	T	02-05-2018	IPR032781	ABC-transporter extension domain	
PICAN_0083_04565	2512a502bf1a50ee64404d43368edab0	751	PANTHER	PTHR19211		62	742	8.1E-247	T	02-05-2018			
PICAN_0083_04565	2512a502bf1a50ee64404d43368edab0	751	Pfam	PF00005	ABC transporter	214	395	3.3E-22	T	02-05-2018	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
PICAN_0083_04565	2512a502bf1a50ee64404d43368edab0	751	Pfam	PF00005	ABC transporter	547	678	1.1E-23	T	02-05-2018	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
PICAN_0083_04565	2512a502bf1a50ee64404d43368edab0	751	ProSiteProfiles	PS50893	ATP-binding cassette, ABC transporter-type domain profile.	531	746	15.826	T	02-05-2018	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
PICAN_0083_04565	2512a502bf1a50ee64404d43368edab0	751	CDD	cd03221	ABCF_EF-3	531	723	6.377E-55	T	02-05-2018			
PICAN_0083_04565	2512a502bf1a50ee64404d43368edab0	751	Coils	Coil		453	473	-	T	02-05-2018			
PICAN_0083_04565	2512a502bf1a50ee64404d43368edab0	751	SUPERFAMILY	SSF52540		509	736	1.33E-45	T	02-05-2018	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
PICAN_0078_02401	945ee09cdb4aae9a936b0181b5df29a8	380	ProSiteProfiles	PS51719	Septin-type guanine nucleotide-binding (G) domain profile.	16	291	88.17	T	02-05-2018	IPR030379	Septin-type guanine nucleotide-binding (G) domain	GO:0005525
PICAN_0078_02401	945ee09cdb4aae9a936b0181b5df29a8	380	Gene3D	G3DSA:3.40.50.300		2	292	7.7E-116	T	02-05-2018			
PICAN_0078_02401	945ee09cdb4aae9a936b0181b5df29a8	380	MobiDBLite	mobidb-lite	consensus disorder prediction	292	316	-	T	02-05-2018			
PICAN_0078_02401	945ee09cdb4aae9a936b0181b5df29a8	380	Coils	Coil		314	359	-	T	02-05-2018			
PICAN_0078_02401	945ee09cdb4aae9a936b0181b5df29a8	380	SUPERFAMILY	SSF52540		6	259	1.3E-23	T	02-05-2018	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
PICAN_0078_02401	945ee09cdb4aae9a936b0181b5df29a8	380	PANTHER	PTHR18884		3	372	3.8E-180	T	02-05-2018			
PICAN_0078_02401	945ee09cdb4aae9a936b0181b5df29a8	380	CDD	cd01850	CDC_Septin	16	291	2.74084E-150	T	02-05-2018	IPR016491	Septin	GO:0005525
PICAN_0078_02401	945ee09cdb4aae9a936b0181b5df29a8	380	MobiDBLite	mobidb-lite	consensus disorder prediction	361	380	-	T	02-05-2018			
PICAN_0078_02401	945ee09cdb4aae9a936b0181b5df29a8	380	PANTHER	PTHR18884:SF52		3	372	3.8E-180	T	02-05-2018			
PICAN_0078_02401	945ee09cdb4aae9a936b0181b5df29a8	380	PIRSF	PIRSF006698		1	379	9E-155	T	02-05-2018	IPR016491	Septin	GO:0005525
PICAN_0078_02401	945ee09cdb4aae9a936b0181b5df29a8	380	Pfam	PF00735	Septin	16	292	1.9E-108	T	02-05-2018	IPR030379	Septin-type guanine nucleotide-binding (G) domain	GO:0005525
PICAN_0019_00114	940e4158b82d79698d6b57778c34e433	2209	Gene3D	G3DSA:3.40.50.300		1347	1576	7.7E-75	T	02-05-2018			
PICAN_0019_00114	940e4158b82d79698d6b57778c34e433	2209	SUPERFAMILY	SSF46785		943	1047	3.81E-07	T	02-05-2018	IPR036390	Winged helix DNA-binding domain superfamily	
PICAN_0019_00114	940e4158b82d79698d6b57778c34e433	2209	SUPERFAMILY	SSF52540		1270	1562	4.32E-38	T	02-05-2018	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
PICAN_0019_00114	940e4158b82d79698d6b57778c34e433	2209	Gene3D	G3DSA:1.10.150.20		2014	2076	1.4E-12	T	02-05-2018			
PICAN_0019_00114	940e4158b82d79698d6b57778c34e433	2209	SUPERFAMILY	SSF81296		2082	2195	3.64E-28	T	02-05-2018	IPR014756	Immunoglobulin E-set	
PICAN_0019_00114	940e4158b82d79698d6b57778c34e433	2209	Gene3D	G3DSA:2.60.40.150		1235	1346	2.4E-44	T	02-05-2018	IPR035892	C2 domain superfamily	
PICAN_0019_00114	940e4158b82d79698d6b57778c34e433	2209	PANTHER	PTHR24075:SF5		5	2207	0	T	02-05-2018			
PICAN_0019_00114	940e4158b82d79698d6b57778c34e433	2209	PIRSF	PIRSF039073		1	2206	0	T	02-05-2018			
PICAN_0019_00114	940e4158b82d79698d6b57778c34e433	2209	Gene3D	G3DSA:1.10.10.2530		1783	1874	2.1E-31	T	02-05-2018			
PICAN_0019_00114	940e4158b82d79698d6b57778c34e433	2209	MobiDBLite	mobidb-lite	consensus disorder prediction	197	265	-	T	02-05-2018			
PICAN_0019_00114	940e4158b82d79698d6b57778c34e433	2209	Gene3D	G3DSA:3.40.50.300		735	938	2.7E-177	T	02-05-2018			
PICAN_0019_00114	940e4158b82d79698d6b57778c34e433	2209	CDD	cd00079	HELICc	737	913	1.40132E-14	T	02-05-2018	IPR001650	Helicase, C-terminal	
PICAN_0019_00114	940e4158b82d79698d6b57778c34e433	2209	Gene3D	G3DSA:1.10.3380.10		1036	1177	4.7E-55	T	02-05-2018			
PICAN_0019_00114	940e4158b82d79698d6b57778c34e433	2209	SUPERFAMILY	SSF52540		1571	1780	3.5E-35	T	02-05-2018	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
PICAN_0019_00114	940e4158b82d79698d6b57778c34e433	2209	Pfam	PF02889	Sec63 Brl domain	1870	2191	4.5E-71	T	02-05-2018	IPR004179	Sec63 domain	
PICAN_0019_00114	940e4158b82d79698d6b57778c34e433	2209	Pfam	PF02889	Sec63 Brl domain	1035	1341	1E-92	T	02-05-2018	IPR004179	Sec63 domain	
PICAN_0019_00114	940e4158b82d79698d6b57778c34e433	2209	SUPERFAMILY	SSF158702		1064	1236	1.99E-49	T	02-05-2018			
PICAN_0019_00114	940e4158b82d79698d6b57778c34e433	2209	SMART	SM00490		827	915	6.5E-18	T	02-05-2018	IPR001650	Helicase, C-terminal	
PICAN_0019_00114	940e4158b82d79698d6b57778c34e433	2209	SMART	SM00490		1664	1752	0.23	T	02-05-2018	IPR001650	Helicase, C-terminal	
PICAN_0019_00114	940e4158b82d79698d6b57778c34e433	2209	Pfam	PF00270	DEAD/DEAH box helicase	535	710	9E-28	T	02-05-2018	IPR011545	DEAD/DEAH box helicase domain	GO:0003676|GO:0005524
PICAN_0019_00114	940e4158b82d79698d6b57778c34e433	2209	Pfam	PF00270	DEAD/DEAH box helicase	1386	1539	1.2E-18	T	02-05-2018	IPR011545	DEAD/DEAH box helicase domain	GO:0003676|GO:0005524
PICAN_0019_00114	940e4158b82d79698d6b57778c34e433	2209	Coils	Coil		2193	2209	-	T	02-05-2018			
PICAN_0019_00114	940e4158b82d79698d6b57778c34e433	2209	Gene3D	G3DSA:3.40.50.300		527	734	2.7E-177	T	02-05-2018			
PICAN_0019_00114	940e4158b82d79698d6b57778c34e433	2209	SUPERFAMILY	SSF52540		833	928	1.31E-45	T	02-05-2018	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
PICAN_0019_00114	940e4158b82d79698d6b57778c34e433	2209	SUPERFAMILY	SSF52540		543	711	1.31E-45	T	02-05-2018	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
PICAN_0019_00114	940e4158b82d79698d6b57778c34e433	2209	SUPERFAMILY	SSF52540		740	795	1.31E-45	T	02-05-2018	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
PICAN_0019_00114	940e4158b82d79698d6b57778c34e433	2209	ProSiteProfiles	PS51194	Superfamilies 1 and 2 helicase C-terminal domain profile.	765	956	12.645	T	02-05-2018	IPR001650	Helicase, C-terminal	
PICAN_0019_00114	940e4158b82d79698d6b57778c34e433	2209	ProSiteProfiles	PS51192	Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile.	1393	1569	17.413	T	02-05-2018	IPR014001	Helicase superfamily 1/2, ATP-binding domain	
PICAN_0019_00114	940e4158b82d79698d6b57778c34e433	2209	CDD	cd00046	DEXDc	1401	1548	3.15469E-14	T	02-05-2018			
PICAN_0019_00114	940e4158b82d79698d6b57778c34e433	2209	SMART	SM00487		1380	1585	3E-13	T	02-05-2018	IPR014001	Helicase superfamily 1/2, ATP-binding domain	
PICAN_0019_00114	940e4158b82d79698d6b57778c34e433	2209	SMART	SM00487		529	742	2.1E-30	T	02-05-2018	IPR014001	Helicase superfamily 1/2, ATP-binding domain	
PICAN_0019_00114	940e4158b82d79698d6b57778c34e433	2209	PANTHER	PTHR24075		5	2207	0	T	02-05-2018			
PICAN_0019_00114	940e4158b82d79698d6b57778c34e433	2209	CDD	cd00046	DEXDc	550	708	6.22689E-22	T	02-05-2018			
PICAN_0019_00114	940e4158b82d79698d6b57778c34e433	2209	SMART	SM00973		1035	1343	4.6E-131	T	02-05-2018	IPR004179	Sec63 domain	
PICAN_0019_00114	940e4158b82d79698d6b57778c34e433	2209	SMART	SM00973		1870	2193	2.1E-102	T	02-05-2018	IPR004179	Sec63 domain	
PICAN_0019_00114	940e4158b82d79698d6b57778c34e433	2209	Gene3D	G3DSA:1.10.10.2530		945	1035	3.3E-31	T	02-05-2018			
PICAN_0019_00114	940e4158b82d79698d6b57778c34e433	2209	Pfam	PF00271	Helicase conserved C-terminal domain	770	913	3.3E-07	T	02-05-2018	IPR001650	Helicase, C-terminal	
PICAN_0019_00114	940e4158b82d79698d6b57778c34e433	2209	Gene3D	G3DSA:1.10.3380.10		1875	2013	1.4E-47	T	02-05-2018			
PICAN_0019_00114	940e4158b82d79698d6b57778c34e433	2209	Gene3D	G3DSA:1.10.150.20		1178	1234	3E-20	T	02-05-2018			
PICAN_0019_00114	940e4158b82d79698d6b57778c34e433	2209	SUPERFAMILY	SSF158702		1899	2075	6.8E-46	T	02-05-2018			
PICAN_0019_00114	940e4158b82d79698d6b57778c34e433	2209	Gene3D	G3DSA:3.40.50.300		1577	1782	1E-60	T	02-05-2018			
PICAN_0019_00114	940e4158b82d79698d6b57778c34e433	2209	Gene3D	G3DSA:2.60.40.150		2080	2205	1.1E-39	T	02-05-2018	IPR035892	C2 domain superfamily	
PICAN_0019_00114	940e4158b82d79698d6b57778c34e433	2209	SMART	SM00382		547	730	0.0023	T	02-05-2018	IPR003593	AAA+ ATPase domain	
PICAN_0019_00114	940e4158b82d79698d6b57778c34e433	2209	SMART	SM00382		1398	1632	10	T	02-05-2018	IPR003593	AAA+ ATPase domain	
PICAN_0019_00114	940e4158b82d79698d6b57778c34e433	2209	ProSiteProfiles	PS51192	Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile.	542	726	21.738	T	02-05-2018	IPR014001	Helicase superfamily 1/2, ATP-binding domain	
PICAN_0081_03914	051879600622d4525a39d8fc94267e2c	689	PRINTS	PR01271	Histone deacetylase signature	226	239	2.9E-61	T	02-05-2018	IPR003084	Histone deacetylase	GO:0004407|GO:0016575
PICAN_0081_03914	051879600622d4525a39d8fc94267e2c	689	PRINTS	PR01271	Histone deacetylase signature	243	261	2.9E-61	T	02-05-2018	IPR003084	Histone deacetylase	GO:0004407|GO:0016575
PICAN_0081_03914	051879600622d4525a39d8fc94267e2c	689	PRINTS	PR01271	Histone deacetylase signature	167	183	2.9E-61	T	02-05-2018	IPR003084	Histone deacetylase	GO:0004407|GO:0016575
PICAN_0081_03914	051879600622d4525a39d8fc94267e2c	689	PRINTS	PR01271	Histone deacetylase signature	74	92	2.9E-61	T	02-05-2018	IPR003084	Histone deacetylase	GO:0004407|GO:0016575
PICAN_0081_03914	051879600622d4525a39d8fc94267e2c	689	PRINTS	PR01271	Histone deacetylase signature	126	146	2.9E-61	T	02-05-2018	IPR003084	Histone deacetylase	GO:0004407|GO:0016575
PICAN_0081_03914	051879600622d4525a39d8fc94267e2c	689	PRINTS	PR01271	Histone deacetylase signature	105	122	2.9E-61	T	02-05-2018	IPR003084	Histone deacetylase	GO:0004407|GO:0016575
PICAN_0081_03914	051879600622d4525a39d8fc94267e2c	689	PRINTS	PR01271	Histone deacetylase signature	41	58	2.9E-61	T	02-05-2018	IPR003084	Histone deacetylase	GO:0004407|GO:0016575
PICAN_0081_03914	051879600622d4525a39d8fc94267e2c	689	PANTHER	PTHR10625:SF141		563	673	2E-291	T	02-05-2018			
PICAN_0081_03914	051879600622d4525a39d8fc94267e2c	689	PRINTS	PR01270	Histone deacetylase superfamily signature	180	195	2.2E-23	T	02-05-2018	IPR000286	Histone deacetylase family	
PICAN_0081_03914	051879600622d4525a39d8fc94267e2c	689	PRINTS	PR01270	Histone deacetylase superfamily signature	265	275	2.2E-23	T	02-05-2018	IPR000286	Histone deacetylase family	
PICAN_0081_03914	051879600622d4525a39d8fc94267e2c	689	PRINTS	PR01270	Histone deacetylase superfamily signature	148	171	2.2E-23	T	02-05-2018	IPR000286	Histone deacetylase family	
PICAN_0081_03914	051879600622d4525a39d8fc94267e2c	689	Pfam	PF00850	Histone deacetylase domain	39	327	1E-79	T	02-05-2018	IPR023801	Histone deacetylase domain	
PICAN_0081_03914	051879600622d4525a39d8fc94267e2c	689	MobiDBLite	mobidb-lite	consensus disorder prediction	436	689	-	T	02-05-2018			
PICAN_0081_03914	051879600622d4525a39d8fc94267e2c	689	Coils	Coil		401	421	-	T	02-05-2018			
PICAN_0081_03914	051879600622d4525a39d8fc94267e2c	689	SUPERFAMILY	SSF52768		20	382	1.87E-123	T	02-05-2018	IPR023696	Ureohydrolase domain superfamily	
PICAN_0081_03914	051879600622d4525a39d8fc94267e2c	689	PANTHER	PTHR10625		563	673	2E-291	T	02-05-2018	IPR000286	Histone deacetylase family	
PICAN_0081_03914	051879600622d4525a39d8fc94267e2c	689	PANTHER	PTHR10625		6	605	2E-291	T	02-05-2018	IPR000286	Histone deacetylase family	
PICAN_0081_03914	051879600622d4525a39d8fc94267e2c	689	PANTHER	PTHR10625:SF141		6	605	2E-291	T	02-05-2018			
PICAN_0081_03914	051879600622d4525a39d8fc94267e2c	689	CDD	cd10004	RPD3-like	20	393	0	T	02-05-2018			
PICAN_0081_03914	051879600622d4525a39d8fc94267e2c	689	Gene3D	G3DSA:3.40.800.20		18	391	7E-162	T	02-05-2018	IPR037138	Histone deacetylase domain superfamily	
PICAN_0080_03577	37070efb9d40557b9a7a743449e3877c	327	Gene3D	G3DSA:1.10.1280.10		11	326	1.4E-103	T	02-05-2018	IPR008922	Uncharacterised domain, di-copper centre	
PICAN_0080_03577	37070efb9d40557b9a7a743449e3877c	327	PRINTS	PR00092	Tyrosinase copper-binding domain signature	110	115	4.5E-10	T	02-05-2018	IPR002227	Tyrosinase copper-binding domain	GO:0008152|GO:0016491
PICAN_0080_03577	37070efb9d40557b9a7a743449e3877c	327	PRINTS	PR00092	Tyrosinase copper-binding domain signature	80	97	4.5E-10	T	02-05-2018	IPR002227	Tyrosinase copper-binding domain	GO:0008152|GO:0016491
PICAN_0080_03577	37070efb9d40557b9a7a743449e3877c	327	PRINTS	PR00092	Tyrosinase copper-binding domain signature	249	267	4.5E-10	T	02-05-2018	IPR002227	Tyrosinase copper-binding domain	GO:0008152|GO:0016491
PICAN_0080_03577	37070efb9d40557b9a7a743449e3877c	327	PANTHER	PTHR11474		15	326	5.6E-94	T	02-05-2018			
PICAN_0080_03577	37070efb9d40557b9a7a743449e3877c	327	Pfam	PF00264	Common central domain of tyrosinase	63	270	2.3E-45	T	02-05-2018	IPR002227	Tyrosinase copper-binding domain	GO:0008152|GO:0016491
PICAN_0080_03577	37070efb9d40557b9a7a743449e3877c	327	SUPERFAMILY	SSF48056		23	325	2.88E-63	T	02-05-2018	IPR008922	Uncharacterised domain, di-copper centre	
PICAN_0080_03577	37070efb9d40557b9a7a743449e3877c	327	PANTHER	PTHR11474:SF34		15	326	5.6E-94	T	02-05-2018			
PICAN_0080_03577	37070efb9d40557b9a7a743449e3877c	327	ProSitePatterns	PS00498	Tyrosinase and hemocyanins CuB-binding region signature.	250	261	-	T	02-05-2018	IPR002227	Tyrosinase copper-binding domain	GO:0008152|GO:0016491
PICAN_0085_05783	2b349a4d967936242a416bcbcc9b6f54	940	Gene3D	G3DSA:1.10.1420.10		465	547	2.1E-99	T	02-05-2018			
PICAN_0085_05783	2b349a4d967936242a416bcbcc9b6f54	940	Coils	Coil		427	447	-	T	02-05-2018			
PICAN_0085_05783	2b349a4d967936242a416bcbcc9b6f54	940	Gene3D	G3DSA:3.30.420.110		118	291	7.7E-51	T	02-05-2018	IPR036678	MutS, connector domain superfamily	GO:0005524|GO:0006298|GO:0030983
PICAN_0085_05783	2b349a4d967936242a416bcbcc9b6f54	940	SUPERFAMILY	SSF52540		614	862	5.93E-52	T	02-05-2018	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
PICAN_0085_05783	2b349a4d967936242a416bcbcc9b6f54	940	Gene3D	G3DSA:1.10.1420.10		316	464	2.1E-99	T	02-05-2018			
PICAN_0085_05783	2b349a4d967936242a416bcbcc9b6f54	940	Gene3D	G3DSA:1.10.1420.10		548	604	2.1E-99	T	02-05-2018			
PICAN_0085_05783	2b349a4d967936242a416bcbcc9b6f54	940	Pfam	PF05188	MutS domain II	141	282	1.5E-18	T	02-05-2018	IPR007860	DNA mismatch repair protein MutS, connector domain	GO:0005524|GO:0006298|GO:0030983
PICAN_0085_05783	2b349a4d967936242a416bcbcc9b6f54	940	PANTHER	PTHR11361:SF35		26	919	0	T	02-05-2018	IPR032642	DNA mismatch repair protein Msh2	GO:0003677|GO:0005524|GO:0006298|GO:0032300
PICAN_0085_05783	2b349a4d967936242a416bcbcc9b6f54	940	CDD	cd03285	ABC_MSH2_euk	627	861	3.56913E-146	T	02-05-2018			
PICAN_0085_05783	2b349a4d967936242a416bcbcc9b6f54	940	Gene3D	G3DSA:3.40.50.300		614	939	1.2E-111	T	02-05-2018			
PICAN_0085_05783	2b349a4d967936242a416bcbcc9b6f54	940	Pfam	PF05192	MutS domain III	299	603	5.6E-39	T	02-05-2018	IPR007696	DNA mismatch repair protein MutS, core	GO:0005524|GO:0006298|GO:0030983
PICAN_0085_05783	2b349a4d967936242a416bcbcc9b6f54	940	SUPERFAMILY	SSF48334		297	608	1.31E-68	T	02-05-2018	IPR036187	DNA mismatch repair protein MutS, core domain superfamily	
PICAN_0085_05783	2b349a4d967936242a416bcbcc9b6f54	940	Pfam	PF00488	MutS domain V	659	861	2E-79	T	02-05-2018	IPR000432	DNA mismatch repair protein MutS, C-terminal	GO:0005524|GO:0006298|GO:0030983
PICAN_0085_05783	2b349a4d967936242a416bcbcc9b6f54	940	PANTHER	PTHR11361		26	919	0	T	02-05-2018			
